0.984     0.0176873
-1.      0.002002336
-0.984	    0.003504088
-0.96	    0.004338395
-0.936	    0.005840147
-0.912	    0.005673286
-0.888	    0.007675622
-0.864	    0.009344235
-0.84	    0.009677958
-0.816	    0.009677958
-0.792	    0.01001168
-0.768	    0.008343067
-0.744	    0.008176206
-0.72	    0.01017854
-0.696	    0.008176206
-0.672	    0.01218088
-0.648	    0.009511096
-0.624	    0.01067913
-0.6	    0.01017854
-0.576	    0.01084599
-0.552	    0.01184716
-0.528	    0.01284832
-0.504	    0.01184716
-0.48	    0.01318205
-0.456	    0.01518438
-0.432	    0.01318205
-0.408	    0.0155181
-0.384	    0.01284832
-0.36	    0.01051226
-0.336	    0.0176873
-0.312	    0.01184716
-0.288	    0.01318205
-0.264	    0.01218088
-0.24	    0.01151343
-0.216	    0.01351577
-0.192	    0.0146838
-0.168	    0.01451694
-0.144	    0.01017854
-0.12	    0.01651927
-0.096	    0.01334891
-0.072	    0.01368263
-0.048	    0.01585183
-0.024	    0.01301518
0	    0.01384949
0.024	    0.01585183
0.048	    0.01401635
0.072	    0.01334891
0.096	    0.01718672
0.12	    0.01568497
0.144	    0.01384949
0.168	    0.01651927
0.192	    0.01401635
0.216	    0.01568497
0.24	    0.01418321
0.264	    0.01368263
0.288	    0.0155181
0.312	    0.01618555
0.336	    0.01585183
0.36	    0.01485066
0.384	    0.01451694
0.408	    0.01585183
0.432	    0.01268146
0.456	    0.01184716
0.48	    0.01318205
0.504	    0.01618555
0.528	    0.0125146
0.552	    0.01351577
0.576	    0.01334891
0.6	    0.01334891
0.624	    0.01201402
0.648	    0.01117971
0.672	    0.01351577
0.696	    0.01101285
0.72	    0.01134657
0.744	    0.01218088
0.768	    0.01401635
0.792	    0.008509928
0.816	    0.01201402
0.84	    0.01168029
0.864	    0.01218088
0.888	    0.00750876
0.912	    0.007008176
0.936	    0.008509928
0.96	    0.003670949
0.984	    0.001668613

