0.984        0.01601905
-1. 0.00238121
-0.984	0.004004763
-0.96	0.006710683
-0.936	0.006385973
-0.912	0.008658946
-0.888	0.009849551
-0.864	0.008009525
-0.84	0.007901288
-0.816	0.0102825
-0.792	0.01049897
-0.768	0.0102825
-0.744	0.01093192
-0.72	0.01190605
-0.696	0.01255547
-0.672	0.01288018
-0.648	0.0102825
-0.624	0.01093192
-0.6	0.0102825
-0.576	0.01320489
-0.552	0.01320489
-0.528	0.01515315
-0.504	0.01071545
-0.48	0.01493668
-0.456	0.01385431
-0.432	0.01363784
-0.408	0.01374608
-0.384	0.01417902
-0.36	0.01212252
-0.336	0.01461197
-0.312	0.01331313
-0.288	0.01515315
-0.264	0.01547787
-0.24	0.01385431
-0.216	0.01472021
-0.192	0.01244723
-0.168	0.01482844
-0.144	0.0143955
-0.12	0.01428726
-0.096	0.01526139
-0.072	0.01526139
-0.048	0.01428726
-0.024	0.01212252
0	0.01385431
0.024	0.01504492
0.048	0.01396255
0.072	0.01396255
0.096	0.01493668
0.12	0.01385431
0.144	0.01526139
0.168	0.01320489
0.192	0.01342137
0.216	0.0143955
0.24	0.01320489
0.264	0.01363784
0.288	0.01580258
0.312	0.01417902
0.336	0.01309666
0.36	0.01461197
0.384	0.0143955
0.408	0.01363784
0.432	0.01309666
0.456	0.01342137
0.48	0.01244723
0.504	0.01601905
0.528	0.01320489
0.552	0.01255547
0.576	0.01331313
0.6	0.01407079
0.624	0.01288018
0.648	0.01190605
0.672	0.01125663
0.696	0.01212252
0.72	0.01125663
0.744	0.01071545
0.768	0.009849551
0.792	0.008983656
0.816	0.008767183
0.84	0.007468341
0.864	0.006927157
0.888	0.008334235
0.912	0.006061262
0.936	0.004978894
0.96	0.005087131
0.984	0.001298842

